process_sector1,unit,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2040,2045,2050
Commercial,['dwellings' 'm2'],493744000.0,501552000.0,510616000.0,549031000.0,566544000.0,584369000.0,603230000.0,622540000.0,641505000.0,660698000.0,679887000.0,791007000.0,904739000.0,1033456000.0
Residential,['dwellings' 'm2'],11272200.0,11393400.0,11520200.0,11812900.0,12002400.0,12202400.0,12414400.0,12637500.0,12866600.0,13101100.0,13339400.0,14592500.0,15951500.0,17426500.0
